year,county,num_vehicle,county
2010,San Francisco,335145,1
2010,San Joaquin,1,1
2010,San Joaquin,11,1
2010,San Joaquin,28,1
2010,San Joaquin,3246,1
2010,San Joaquin,8191,1
2010,San Joaquin,9549,1
2010,San Joaquin,356719,1
2010,San Luis Obispo,1,1
2010,San Luis Obispo,12,1
2010,San Luis Obispo,13,1
2010,San Luis Obispo,3219,1
2010,San Luis Obispo,3391,1
2010,San Luis Obispo,7954,1
2010,San Luis Obispo,163956,1
2010,San Mateo,4,1
2010,San Mateo,6,1
2010,San Mateo,46,1
2010,San Mateo,84,1
2010,San Mateo,5610,1
2010,San Mateo,9328,1
2010,San Mateo,15139,1
2010,San Mateo,470341,1
2010,Santa Barbara,2,1
2010,Santa Barbara,3,1
2010,Santa Barbara,6,1
2010,Santa Barbara,8,1
2010,Santa Barbara,13,1
2010,Santa Barbara,4557,1
2010,Santa Barbara,4640,1
2010,Santa Barbara,5644,1
2010,Santa Barbara,236789,1
2010,Santa Clara,6,1
2010,Santa Clara,14,1
2010,Santa Clara,87,1
2010,Santa Clara,285,1
2010,Santa Clara,12314,1
2010,Santa Clara,12847,1
2010,Santa Clara,30212,1
2010,Santa Clara,1076622,1
2010,Santa Cruz,1,1
2010,Santa Cruz,4,1
2010,Santa Cruz,5,1
2010,Santa Cruz,18,1
2010,Santa Cruz,2015,1
2010,Santa Cruz,4433,1
2010,Santa Cruz,4495,1
2010,Santa Cruz,156329,1
2010,Shasta,3,1
2010,Shasta,5,1
2010,Shasta,1031,1
2010,Shasta,2285,1
2010,Shasta,8774,1
2010,Shasta,108039,1
2010,Sierra,17,1
2010,Sierra,38,1
2010,Sierra,257,1
2010,Sierra,2467,1
2010,Siskiyou,1,1
2010,Siskiyou,5,1
2010,Siskiyou,216,1
2010,Siskiyou,580,1
2010,Siskiyou,3501,1
2010,Siskiyou,31159,1
2010,Solano,5,1
2010,Solano,139,1
2010,Solano,3793,1
2010,Solano,4049,1
2010,Solano,6079,1
2010,Solano,242438,1
2010,Sonoma,3,1
2010,Sonoma,5,1
2010,Sonoma,15,1
2010,Sonoma,30,1
2010,Sonoma,4721,1
2010,Sonoma,7978,1
2010,Sonoma,11399,1
2010,Sonoma,297682,1
2010,Stanislaus,1,1
2010,Stanislaus,5,1
2010,Stanislaus,14,1
2010,Stanislaus,2116,1
2010,Stanislaus,6627,1
2010,Stanislaus,9339,1
2010,Stanislaus,270794,1
2010,Sutter,2,1
2010,Sutter,8,1
2010,Sutter,424,1
2010,Sutter,1324,1
2010,Sutter,2907,1
2010,Sutter,51880,1
2010,Tehama,1,1
2010,Tehama,2,1
2010,Tehama,231,1
2010,Tehama,828,1
2010,Tehama,3234,1
2010,Tehama,33715,1
2010,Trinity,1,1
2010,Trinity,43,1
2010,Trinity,155,1
2010,Trinity,945,1
2010,Trinity,9584,1
2010,Tulare,1,1
2010,Tulare,7,1
2010,Tulare,20,1
2010,Tulare,1486,1
2010,Tulare,5604,1
2010,Tulare,7807,1
2010,Tulare,212902,1
2010,Tuolumne,3,2
2010,Tuolumne,379,1
2010,Tuolumne,715,1
2010,Tuolumne,2593,1
2010,Tuolumne,38802,1
2010,Ventura,10,1
2010,Ventura,11,1
2010,Ventura,13,1
2010,Ventura,21,1
2010,Ventura,60,1
2010,Ventura,9023,1
2010,Ventura,10033,1
2010,Ventura,10922,1
2010,Ventura,502245,1
2010,Yolo,1,1
2010,Yolo,8,1
2010,Yolo,26,1
2010,Yolo,2029,1
2010,Yolo,2466,1
2010,Yolo,3807,1
2010,Yolo,101116,1
2010,Yuba,1,1
2010,Yuba,4,1
2010,Yuba,338,1
2010,Yuba,762,1
2010,Yuba,2124,1
2010,Yuba,37569,1
2011,Alameda,3,1
2011,Alameda,19,1
2011,Alameda,23,1
2011,Alameda,63,1
2011,Alameda,244,1
2011,Alameda,273,1
2011,Alameda,11433,1
2011,Alameda,12765,1
2011,Alameda,24984,1
2011,Alameda,830679,1
2011,Alpine,9,1
2011,Alpine,14,1
2011,Alpine,70,1
2011,Alpine,878,1
2011,Amador,1,1
2011,Amador,2,1
2011,Amador,3,1
2011,Amador,4,1
2011,Amador,9,1
2011,Amador,346,1
2011,Amador,583,1
2011,Amador,2104,1
2011,Amador,27439,1
2011,Butte,2,1
2011,Butte,5,1
2011,Butte,6,1
2011,Butte,7,1
2011,Butte,1734,1
2011,Butte,2876,1
2011,Butte,7021,1
2011,Butte,120815,1
2011,Calaveras,1,3
2011,Calaveras,2,1
2011,Calaveras,3,1
2011,Calaveras,485,1
2011,Calaveras,792,1
2011,Calaveras,2992,1
2011,Calaveras,35095,1
2011,Colusa,9,1
2011,Colusa,81,1
2011,Colusa,578,1
2011,Colusa,1227,1
2011,Colusa,12611,1
2011,Contra Costa,1,1
2011,Contra Costa,15,1
2011,Contra Costa,17,1
2011,Contra Costa,28,1
2011,Contra Costa,114,1
2011,Contra Costa,164,1
2011,Contra Costa,11249,1
2011,Contra Costa,11350,1
2011,Contra Costa,17370,1
2011,Contra Costa,626454,1
2011,Del Norte,1,1
2011,Del Norte,155,1
2011,Del Norte,406,1
2011,Del Norte,1137,1
2011,Del Norte,14160,1
2011,El Dorado,5,1
2011,El Dorado,6,1
2011,El Dorado,9,1
2011,El Dorado,12,1
2011,El Dorado,2277,1
2011,El Dorado,2316,1
2011,El Dorado,7151,1
2011,El Dorado,117233,1
2011,Fresno,3,1
2011,Fresno,9,1
2011,Fresno,14,1
2011,Fresno,20,1
2011,Fresno,21,1
2011,Fresno,4387,1
2011,Fresno,10939,1
2011,Fresno,13102,1
2011,Fresno,452828,1
2011,Glenn,1,1
2011,Glenn,90,1
2011,Glenn,544,1
2011,Glenn,1565,1
2011,Glenn,16482,1
2011,Humboldt,1,2
2011,Humboldt,2,1
2011,Humboldt,3,1
2011,Humboldt,7,1
2011,Humboldt,1287,1
2011,Humboldt,1625,1
2011,Humboldt,7005,1
2011,Humboldt,79921,1
2011,Imperial,1,1
2011,Imperial,2,1
2011,Imperial,14,1
2011,Imperial,456,1
2011,Imperial,2729,1
2011,Imperial,3563,1
2011,Imperial,100871,1
2011,Inyo,1,2
2011,Inyo,136,1
2011,Inyo,316,1
2011,Inyo,1051,1
2011,Inyo,13251,1
2011,Kern,1,1
2011,Kern,12,1
2011,Kern,13,1
2011,Kern,16,1
2011,Kern,21,1
2011,Kern,3527,1
2011,Kern,14490,1
2011,Kern,16531,1
2011,Kern,402924,1
2011,Kings,1,1
2011,Kings,2,1
2011,Kings,7,1
2011,Kings,8,1
2011,Kings,488,1
2011,Kings,2342,1
2011,Kings,2661,1
2011,Kings,63001,1
2011,Lake,1,1
2011,Lake,3,2
2011,Lake,562,1
2011,Lake,895,1
2011,Lake,2640,1
2011,Lake,43987,1
2011,Lassen,1,1
2011,Lassen,107,1
2011,Lassen,458,1
2011,Lassen,2047,1
2011,Lassen,16189,1
2011,Los Angeles,1,1
2011,Los Angeles,5,1
2011,Los Angeles,7,1
2011,Los Angeles,16,1
2011,Los Angeles,58,1
2011,Los Angeles,92,1
2011,Los Angeles,139,1
2011,Los Angeles,162,1
2011,Los Angeles,331,1
2011,Los Angeles,742,1
2011,Los Angeles,2022,1
2011,Los Angeles,51171,1
2011,Los Angeles,112637,1
2011,Los Angeles,115223,1
2011,Los Angeles,5237187,1
2011,Madera,2,1
2011,Madera,3,2
2011,Madera,7,1
2011,Madera,611,1
2011,Madera,2226,1
2011,Madera,3281,1
2011,Madera,72583,1
2011,Marin,4,1
2011,Marin,16,1
2011,Marin,25,1
2011,Marin,60,1
2011,Marin,63,1
2011,Marin,1924,1
2011,Marin,3365,1
2011,Marin,9081,1
2011,Marin,159408,1
2011,Mariposa,1,2
2011,Mariposa,3,1
2011,Mariposa,167,1
2011,Mariposa,294,1
2011,Mariposa,1085,1
2011,Mariposa,13863,1
2011,Mendocino,1,1
2011,Mendocino,3,1
2011,Mendocino,4,1
2011,Mendocino,1118,1
2011,Mendocino,1227,1
2011,Mendocino,4896,1
2011,Mendocino,58837,1
2011,Merced,1,1
2011,Merced,2,1
2011,Merced,3,1
2011,Merced,6,1
2011,Merced,935,1
2011,Merced,3544,1
2011,Merced,4435,1
2011,Merced,124375,1
2011,Modoc,1,1
2011,Modoc,35,1
2011,Modoc,144,1
2011,Modoc,858,1
2011,Modoc,5324,1
2011,Mono,95,1
2011,Mono,192,1
2011,Mono,602,1
2011,Mono,8572,1
2011,Monterey,2,1
2011,Monterey,9,1
2011,Monterey,16,1
2011,Monterey,17,2
2011,Monterey,3816,1
2011,Monterey,5675,1
2011,Monterey,5969,1
2011,Monterey,225971,1
2011,Napa,1,1
2011,Napa,2,1
2011,Napa,5,1
2011,Napa,8,1
2011,Napa,10,1
2011,Napa,12,1
2011,Napa,1814,1
2011,Napa,2365,1
2011,Napa,3137,1
2011,Napa,82951,1
2011,Nevada,1,1
2011,Nevada,3,2
2011,Nevada,8,1
2011,Nevada,1110,1
2011,Nevada,1293,1
2011,Nevada,4608,1
2011,Nevada,66165,1
2011,Orange,1,1
2011,Orange,4,1
2011,Orange,5,1
2011,Orange,17,1
2011,Orange,40,2
2011,Orange,124,1
2011,Orange,255,1
2011,Orange,1101,1
2011,Orange,23338,1
2011,Orange,36368,1
2011,Orange,37194,1
2011,Orange,1775691,1
2011,Out Of State,1,1
2011,Out Of State,2,1
2011,Out Of State,3,1
2011,Out Of State,5,1
2011,Out Of State,28,1
2011,Out Of State,83,1
2011,Out Of State,159,1
2011,Out Of State,4347,1
2011,Out Of State,5486,1
2011,Out Of State,76471,1
2011,Out Of State,329379,1
2011,Placer,2,1
2011,Placer,5,1
2011,Placer,8,1
2011,Placer,10,1
2011,Placer,16,1
2011,Placer,18,1
2011,Placer,4482,1
2011,Placer,5233,1
2011,Placer,9421,1
2011,Placer,221160,1
2011,Plumas,89,1
2011,Plumas,287,1
2011,Plumas,1484,1
2011,Plumas,15157,1
2011,Riverside,1,1
2011,Riverside,3,1
2011,Riverside,32,1
2011,Riverside,43,1
2011,Riverside,52,1
2011,Riverside,279,1
2011,Riverside,14569,1
2011,Riverside,28494,1
2011,Riverside,28998,1
2011,Riverside,1139177,1
2011,Sacramento,2,1
2011,Sacramento,5,1
2011,Sacramento,41,1
2011,Sacramento,45,1
2011,Sacramento,53,1
2011,Sacramento,68,1
2011,Sacramento,12366,1
2011,Sacramento,14947,1
2011,Sacramento,16450,1
2011,Sacramento,760632,1
2011,San Benito,1,1
2011,San Benito,2,1
2011,San Benito,3,1
2011,San Benito,5,1
2011,San Benito,448,1
2011,San Benito,961,1
2011,San Benito,1713,1
2011,San Benito,32049,1
2011,San Bernardino,1,1
2011,San Bernardino,27,1
2011,San Bernardino,38,1
2011,San Bernardino,43,1
2011,San Bernardino,208,1
2011,San Bernardino,10702,1
2011,San Bernardino,24309,1
2011,San Bernardino,27482,1
2011,San Bernardino,1060134,1
2011,San Diego,1,2
2011,San Diego,40,1
2011,San Diego,126,1
2011,San Diego,160,1
2011,San Diego,339,1
2011,San Diego,613,1
2011,San Diego,34458,1
2011,San Diego,35655,1
2011,San Diego,38357,1
2011,San Diego,1806671,1
2011,San Francisco,1,1
2011,San Francisco,34,1
2011,San Francisco,44,1
2011,San Francisco,84,1
2011,San Francisco,91,1
2011,San Francisco,205,1
2011,San Francisco,3243,1
2011,San Francisco,3586,1
2011,San Francisco,15642,1
2011,San Francisco,330970,1
2011,San Joaquin,2,1
2011,San Joaquin,8,1
2011,San Joaquin,10,1
2011,San Joaquin,12,1
2011,San Joaquin,25,1
2011,San Joaquin,3781,1
2011,San Joaquin,9537,1
2011,San Joaquin,9686,1
2011,San Joaquin,356328,1
2011,San Luis Obispo,1,1
2011,San Luis Obispo,3,1
2011,San Luis Obispo,8,1
2011,San Luis Obispo,10,1
2011,San Luis Obispo,12,1
2011,San Luis Obispo,23,1
2011,San Luis Obispo,3795,1
2011,San Luis Obispo,3838,1
2011,San Luis Obispo,8170,1
2011,San Luis Obispo,162805,1
2011,San Mateo,4,1
2011,San Mateo,5,1
2011,San Mateo,13,1
2011,San Mateo,46,1
2011,San Mateo,60,1
2011,San Mateo,93,1
2011,San Mateo,216,1
2011,San Mateo,6057,1
2011,San Mateo,11285,1
2011,San Mateo,16149,1
2011,San Mateo,471187,1
2011,Santa Barbara,1,1
2011,Santa Barbara,3,1
2011,Santa Barbara,9,2
2011,Santa Barbara,15,1
2011,Santa Barbara,32,1
2011,Santa Barbara,34,1
2011,Santa Barbara,5135,1
2011,Santa Barbara,5466,1
2011,Santa Barbara,5880,1
2011,Santa Barbara,234461,1
2011,Santa Clara,1,2
2011,Santa Clara,3,1
2011,Santa Clara,5,1
2011,Santa Clara,12,1
2011,Santa Clara,118,1
2011,Santa Clara,129,1
2011,Santa Clara,365,1
2011,Santa Clara,604,1
2011,Santa Clara,13197,1
2011,Santa Clara,15040,1
2011,Santa Clara,33625,1
2011,Santa Clara,1071379,1
2011,Santa Cruz,4,2
2011,Santa Cruz,7,1
2011,Santa Cruz,37,1
2011,Santa Cruz,39,1
2011,Santa Cruz,2364,1
2011,Santa Cruz,4643,1
2011,Santa Cruz,4988,1
2011,Santa Cruz,154570,1
2011,Shasta,3,1
2011,Shasta,5,1
2011,Shasta,6,2
2011,Shasta,1153,1
2011,Shasta,2658,1
2011,Shasta,8674,1
2011,Shasta,106247,1
2011,Sierra,16,1
2011,Sierra,47,1
2011,Sierra,270,1
2011,Sierra,2399,1
2011,Siskiyou,5,1
2011,Siskiyou,241,1
2011,Siskiyou,678,1
2011,Siskiyou,3457,1
2011,Siskiyou,30249,1
2011,Solano,8,2
2011,Solano,16,1
2011,Solano,142,1
2011,Solano,4328,1
2011,Solano,4827,1
2011,Solano,6140,1
2011,Solano,240304,1
2011,Sonoma,1,1
2011,Sonoma,6,1
2011,Sonoma,15,1
2011,Sonoma,18,1
2011,Sonoma,29,1
2011,Sonoma,53,1
2011,Sonoma,5594,1
2011,Sonoma,8867,1
2011,Sonoma,11613,1
2011,Sonoma,294443,1
2011,Stanislaus,2,1
2011,Stanislaus,6,2
2011,Stanislaus,9,1
2011,Stanislaus,14,1
2011,Stanislaus,2404,1
2011,Stanislaus,7846,1
2011,Stanislaus,9311,1
2011,Stanislaus,268479,1
2011,Sutter,2,1
2011,Sutter,7,1
2011,Sutter,486,1
2011,Sutter,1586,1
2011,Sutter,2931,1
2011,Sutter,51552,1
2011,Tehama,1,4
2011,Tehama,277,1
2011,Tehama,933,1
2011,Tehama,3233,1
2011,Tehama,33346,1
2011,Trinity,1,1
2011,Trinity,56,1
2011,Trinity,174,1
2011,Trinity,991,1
2011,Trinity,9502,1
2011,Tulare,1,1
2011,Tulare,6,3
2011,Tulare,17,1
2011,Tulare,1697,1
2011,Tulare,6901,1
2011,Tulare,7877,1
2011,Tulare,210985,1
2011,Tuolumne,1,1
2011,Tuolumne,2,1
2011,Tuolumne,4,2
2011,Tuolumne,418,1
2011,Tuolumne,826,1
2011,Tuolumne,2692,1
2011,Tuolumne,38376,1
2011,Ventura,10,2
2011,Ventura,13,1
2011,Ventura,25,1
2011,Ventura,42,1
2011,Ventura,60,1
2011,Ventura,68,1
2011,Ventura,10429,1
2011,Ventura,11292,1
2011,Ventura,12008,1
2011,Ventura,497284,1
2011,Yolo,6,1
2011,Yolo,8,1
2011,Yolo,25,1
2011,Yolo,26,1
2011,Yolo,2704,1
2011,Yolo,3173,1
2011,Yolo,3832,1
2011,Yolo,100203,1
2011,Yuba,1,3
2011,Yuba,4,1
2011,Yuba,391,1
2011,Yuba,901,1
2011,Yuba,2158,1
2011,Yuba,37140,1
2012,Alameda,1,1
2012,Alameda,3,2
2012,Alameda,4,2
2012,Alameda,9,1
2012,Alameda,11,1
2012,Alameda,19,1
2012,Alameda,21,1
2012,Alameda,23,1
2012,Alameda,262,1
2012,Alameda,291,1
2012,Alameda,318,1
2012,Alameda,480,1
2012,Alameda,12058,1
2012,Alameda,14692,1
2012,Alameda,28730,1
2012,Alameda,828968,1
2012,Alpine,10,1
2012,Alpine,20,1
2012,Alpine,81,1
2012,Alpine,900,1
2012,Amador,1,2
2012,Amador,2,1
2012,Amador,4,2
2012,Amador,8,1
2012,Amador,411,1
2012,Amador,676,1
2012,Amador,2173,1
2012,Amador,27084,1
2012,Butte,3,1
2012,Butte,7,1
2012,Butte,8,1
2012,Butte,9,1
2012,Butte,12,1
2012,Butte,1977,1
2012,Butte,3371,1
2012,Butte,7072,1
2012,Butte,119699,1
2012,Calaveras,1,1
2012,Calaveras,2,2
2012,Calaveras,3,1
2012,Calaveras,4,1
2012,Calaveras,545,1
2012,Calaveras,923,1
2012,Calaveras,3090,1
2012,Calaveras,35005,1
2012,Colusa,8,1
2012,Colusa,95,1
2012,Colusa,695,1
2012,Colusa,1229,1
2012,Colusa,12462,1
2012,Contra Costa,1,1
2012,Contra Costa,2,1
2012,Contra Costa,3,1
2012,Contra Costa,4,1
2012,Contra Costa,8,1
2012,Contra Costa,9,2
2012,Contra Costa,12,1
2012,Contra Costa,16,2
2012,Contra Costa,165,1
2012,Contra Costa,168,1
2012,Contra Costa,183,1
2012,Contra Costa,220,1
2012,Contra Costa,11813,1
2012,Contra Costa,13673,1
2012,Contra Costa,19715,1
2012,Contra Costa,628274,1
2012,Del Norte,1,2
2012,Del Norte,2,1
2012,Del Norte,162,1
2012,Del Norte,445,1
2012,Del Norte,1139,1
2012,Del Norte,13897,1
2012,El Dorado,1,2
2012,El Dorado,2,1
2012,El Dorado,4,1
2012,El Dorado,12,1
2012,El Dorado,14,1
2012,El Dorado,22,1
2012,El Dorado,28,1
2012,El Dorado,2651,1
2012,El Dorado,2699,1
2012,El Dorado,7210,1
2012,El Dorado,115886,1
2012,Fresno,2,1
2012,Fresno,5,1
2012,Fresno,9,1
2012,Fresno,19,1
2012,Fresno,21,1
2012,Fresno,24,1
2012,Fresno,36,1
2012,Fresno,5188,1
2012,Fresno,11118,1
2012,Fresno,16068,1
2012,Fresno,454458,1
2012,Glenn,1,1
2012,Glenn,114,1
2012,Glenn,649,1
2012,Glenn,1571,1
2012,Glenn,16398,1
2012,Humboldt,1,2
2012,Humboldt,3,2
2012,Humboldt,4,1
2012,Humboldt,13,1
2012,Humboldt,1470,1
2012,Humboldt,1864,1
2012,Humboldt,7144,1
2012,Humboldt,78833,1
2012,Imperial,1,2
2012,Imperial,2,1
2012,Imperial,3,1
2012,Imperial,14,1
2012,Imperial,561,1
2012,Imperial,2764,1
2012,Imperial,4244,1
2012,Imperial,102044,1
2012,Inyo,1,1
2012,Inyo,2,2
2012,Inyo,150,1
2012,Inyo,369,1
2012,Inyo,1101,1
2012,Inyo,13284,1
2012,Kern,1,2
2012,Kern,3,2
2012,Kern,10,1
2012,Kern,18,2
2012,Kern,21,1
2012,Kern,26,1
2012,Kern,4095,1
2012,Kern,17070,1
2012,Kern,18629,1
2012,Kern,405741,1
2012,Kings,1,1
2012,Kings,2,1
2012,Kings,5,1
2012,Kings,6,1
2012,Kings,604,1
2012,Kings,2417,1
2012,Kings,3280,1
2012,Kings,63271,1
2012,Lake,2,3
2012,Lake,3,1
2012,Lake,5,1
2012,Lake,642,1
2012,Lake,1100,1
2012,Lake,2748,1
2012,Lake,44227,1
2012,Lassen,1,2
2012,Lassen,114,1
2012,Lassen,548,1
2012,Lassen,2018,1
2012,Lassen,15954,1
2012,Los Angeles,3,1
2012,Los Angeles,4,1
2012,Los Angeles,7,2
2012,Los Angeles,12,1
2012,Los Angeles,18,1
2012,Los Angeles,22,1
2012,Los Angeles,23,1
2012,Los Angeles,26,1
2012,Los Angeles,27,1
2012,Los Angeles,91,1
2012,Los Angeles,92,1
2012,Los Angeles,135,1
2012,Los Angeles,159,1
2012,Los Angeles,163,1
2012,Los Angeles,1217,1
2012,Los Angeles,1226,1
2012,Los Angeles,1593,1
2012,Los Angeles,2208,1
2012,Los Angeles,54018,1
2012,Los Angeles,127555,1
2012,Los Angeles,132587,1
2012,Los Angeles,5214401,1
2012,Madera,1,1
2012,Madera,2,1
2012,Madera,5,1
2012,Madera,7,1
2012,Madera,8,1
2012,Madera,738,1
2012,Madera,2692,1
2012,Madera,3336,1
2012,Madera,72762,1
2012,Marin,1,1
2012,Marin,2,2
2012,Marin,4,1
2012,Marin,5,1
2012,Marin,6,1
2012,Marin,10,1
2012,Marin,17,1
2012,Marin,51,1
2012,Marin,76,1
2012,Marin,86,1
2012,Marin,111,1
2012,Marin,2242,1
2012,Marin,3644,1
2012,Marin,9823,1
2012,Marin,157600,1
2012,Mariposa,1,3
2012,Mariposa,2,1
2012,Mariposa,188,1
2012,Mariposa,347,1
2012,Mariposa,1127,1
2012,Mariposa,13762,1
2012,Mendocino,1,1
2012,Mendocino,3,2
2012,Mendocino,7,1
2012,Mendocino,8,1
2012,Mendocino,1282,1
2012,Mendocino,1289,1
2012,Mendocino,4957,1
2012,Mendocino,58518,1
2012,Merced,2,1
2012,Merced,5,2
2012,Merced,6,1
2012,Merced,7,1
2012,Merced,1126,1
2012,Merced,4210,1
2012,Merced,4519,1
2012,Merced,125290,1
2012,Modoc,1,1
2012,Modoc,39,1
2012,Modoc,181,1
2012,Modoc,841,1
2012,Modoc,5255,1
2012,Mono,92,1
2012,Mono,214,1
2012,Mono,614,1
2012,Mono,8399,1
2012,Monterey,1,4
2012,Monterey,3,1
2012,Monterey,14,2
2012,Monterey,15,1
2012,Monterey,17,1
2012,Monterey,38,1
2012,Monterey,4316,1
